CustomerID,InvoiceDate,InvoiceNumber,ProductID,Quantity,Price,Total,SessionDuration,DeliveryRating,ProductRating,Sales,InvoiceYear,InvoiceMonth,Gender_Male,OrderStatus_Completed,OrderStatus_In Process,OrderStatus_Returned,Country_Australia,Country_Belgium,Country_Brazil,Country_Canada,Country_China,Country_Egypt,Country_France,Country_Germany,Country_India,Country_Indonesia,Country_Iran,Country_Italy,Country_Japan,Country_Mexico,Country_Netherlands,Country_Nigeria,Country_Philippines,Country_Poland,Country_Russia,Country_Saudi Arabia,Country_South Korea,Country_Spain,Country_Switzerland,Country_Taiwan,Country_Thailand,Country_Turkey,Country_United Kingdom,Country_United States,Country_Vietnam,TrafficSource_Paid Advertisment,TrafficSource_Social Media,DeviceCategory_Mobile,Device_Laptop,Device_Smart Phone,Device_Tablet,OS_Linux,OS_Mac,OS_Windows,OS_iOS
8724,2019-01-14,23525893,24,0.5,0.9985786802030456,0.6643619520708867,0.029029029029029027,1.0,0.8,0.6657307126621206,2019,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False
5213,2019-01-15,63003930,12,1.0,0.8618274111675126,0.862958985030543,0.8708708708708709,1.0,0.8,0.8635178499799437,2019,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
3313,2019-01-16,41087733,90,0.5,0.20598984771573606,0.14029670403436934,0.35835835835835833,1.0,0.8,0.14380264741275572,2019,1,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
4243,2019-01-17,78577841,84,0.0,0.3214213197969543,0.10626300597435727,0.8088088088088088,0.0,0.0,0.0,2019,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
1356,2019-01-17,89821265,40,1.0,0.8997969543147206,0.9006175740081895,0.8728728728728729,0.8,0.8,0.9010228640192539,2019,1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
3543,2019-01-18,20166192,24,1.0,0.9985786802030456,0.9985903201986976,0.4204204204204204,0.0,0.0,0.0,2019,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False
5301,2019-01-18,33956582,60,0.0,0.9143147208121827,0.3022756259649594,0.17017017017017014,0.8,1.0,0.3051210054820163,2019,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
1847,2019-01-19,85343805,49,1.0,0.9999999999999998,1.0,0.5425425425425425,1.0,0.8,1.0,2019,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
8180,2019-01-19,89023504,19,1.0,0.12162436548223349,0.12881788279519366,0.2682682682682683,0.6000000000000001,0.2,0.13237063778580024,2019,1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2050,2019-01-20,31556200,69,0.5,0.9670050761421318,0.6434852654896959,0.5415415415415415,0.0,0.0,0.0,2019,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
6670,2019-01-20,35445083,9,1.0,0.7371573604060913,0.7393099281734578,0.32132132132132135,1.0,0.8,0.740373044524669,2019,1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False
1919,2019-01-21,50539359,23,1.0,0.9593908629441623,0.9597234342485065,0.7977977977977978,1.0,0.6000000000000001,0.9598876855194545,2019,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1972,2019-01-21,24547944,17,0.5,0.17908629441624363,0.12250788749412632,0.6536536536536536,0.0,0.0,0.0,2019,1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2396,2019-01-22,71200221,10,0.0,0.18395939086294416,0.060817614284755316,0.42742742742742745,0.8,1.0,0.06464768017114587,2019,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
9792,2019-01-23,46052212,60,0.5,0.9143147208121827,0.608646036114654,0.07307307307307306,1.0,0.8,0.6102420109640326,2019,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
7118,2019-01-23,73826943,76,1.0,0.765989847715736,0.7679062898570181,0.06406406406406405,0.0,0.0,0.0,2019,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False
1990,2019-01-24,91309063,85,0.0,0.6811167512690355,0.22517956635564207,0.8318318318318318,0.8,1.0,0.2283393501805054,2019,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6002,2019-01-24,92733022,97,0.5,0.5636548223350253,0.37678727260522255,0.8458458458458459,0.0,0.0,0.0,2019,1,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
5822,2019-01-25,81706166,24,0.0,0.9985786802030456,0.33013358394307574,0.38238238238238237,0.0,0.0,0.0,2019,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
8837,2019-01-26,79074150,61,0.5,0.701725888324873,0.4680808216419413,0.01901901901901902,1.0,1.0,0.4702500334269287,2019,1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2437,2019-01-26,94518091,8,0.0,0.6696446700507613,0.2213868564140431,0.39339339339339335,0.0,0.0,0.0,2019,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
1457,2019-01-26,11512793,75,0.5,0.31593908629441625,0.21299590521581527,0.49349349349349353,0.0,0.0,0.0,2019,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3446,2019-01-26,36215549,67,0.5,0.16243654822335024,0.11149895952205141,0.31131131131131135,0.6000000000000001,0.6000000000000001,0.11512234255916565,2019,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1784,2019-01-26,93398915,18,0.0,0.007614213197969542,0.0025172853594683485,0.6006006006006006,1.0,0.6000000000000001,0.006585104960556224,2019,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
8735,2019-01-27,39689144,11,0.5,0.031370558375634516,0.024837215546754377,0.8608608608608608,0.0,0.0,0.0,2019,1,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
6952,2019-01-27,49336199,23,0.0,0.9593908629441623,0.317177955293012,0.009009009009009009,0.0,0.0,0.0,2019,1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
9816,2019-01-27,83768533,98,0.0,0.8509644670050761,0.2813318117741827,0.48648648648648646,1.0,0.8,0.28426260195213265,2019,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
4049,2019-01-28,96649574,94,0.0,0.1665989847715736,0.055078203665167476,0.9769769769769768,0.0,0.0,0.0,2019,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1395,2019-01-28,17352662,9,1.0,0.7371573604060913,0.7393099281734578,0.2732732732732733,1.0,0.6000000000000001,0.740373044524669,2019,1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False
7936,2019-01-29,29489662,25,0.5,0.10223350253807105,0.07169228703765859,0.008008008008008006,0.0,0.0,0.0,2019,1,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
2609,2019-01-29,37211927,19,0.5,0.12162436548223349,0.08451366046855072,0.21821821821821819,0.0,0.0,0.0,2019,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False
2495,2019-01-30,50599444,21,1.0,0.9917766497461928,0.9918439954353225,0.2202202202202202,0.8,0.6000000000000001,0.9918772563176895,2019,1,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
4592,2019-01-31,41719113,27,1.0,0.7280203045685278,0.7302477008793716,0.8988988988988988,1.0,1.0,0.7313477737665462,2019,1,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6440,2019-01-31,11529780,4,0.5,0.31685279187817256,0.21360005370208765,0.6086086086086085,1.0,0.6000000000000001,0.21680705976734857,2019,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
8919,2019-02-01,54575778,4,1.0,0.31685279187817256,0.3224474726454991,0.8008008008008007,0.0,0.0,0.0,2019,2,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
7211,2019-02-01,93139178,47,0.5,0.6438578680203044,0.4298180841780224,0.8308308308308309,0.0,0.0,0.0,2019,2,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False
5189,2019-02-01,18189745,85,0.0,0.6811167512690355,0.22517956635564207,0.08108108108108106,0.8,1.0,0.2283393501805054,2019,2,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
3360,2019-02-01,46806659,9,0.5,0.7371573604060913,0.4915083573873934,0.018018018018018014,0.0,0.0,0.0,2019,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
9523,2019-02-02,85394637,29,0.5,0.007005076142131979,0.008726589246156942,0.7737737737737738,0.0,0.0,0.0,2019,2,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
9281,2019-02-02,43930998,79,1.0,0.3254822335025381,0.3310062428676915,0.07007007007007006,0.8,0.8,0.33373445647813876,2019,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2844,2019-02-03,98343421,62,0.5,0.8146192893401013,0.5427267235013761,0.3313313313313313,1.0,1.0,0.544591522930873,2019,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
3761,2019-02-04,90393819,80,0.0,0.7758375634517766,0.2564945962274283,0.07707707707707707,1.0,1.0,0.25952667468912954,2019,2,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
3399,2019-02-05,60520530,41,0.5,0.3158375634517766,0.2129287776062294,0.8078078078078078,0.8,1.0,0.2161385211926728,2019,2,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
2503,2019-02-05,25877286,92,0.0,0.5815228426395939,0.19225347385379604,0.2882882882882883,0.0,0.0,0.0,2019,2,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1832,2019-02-06,86264346,100,0.5,0.9885279187817257,0.6577163187218903,0.8948948948948948,0.0,0.0,0.0,2019,2,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False
1542,2019-02-07,84546978,29,0.0,0.007005076142131979,0.0023159025307108805,0.06106106106106106,1.0,1.0,0.006384543388153496,2019,2,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
9899,2019-02-07,81805625,38,0.0,0.2518781725888325,0.083271799691213,0.8568568568568569,0.0,0.0,0.0,2019,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
6916,2019-02-08,76487166,25,0.0,0.10223350253807105,0.0337987514264617,0.5965965965965966,1.0,0.8,0.03773900254044658,2019,2,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2948,2019-02-09,44777671,52,0.0,0.19218274111675124,0.06353628247298114,0.1171171171171171,0.0,0.0,0.0,2019,2,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
4190,2019-02-09,93538850,89,1.0,0.3694416243654822,0.37460562529368324,0.44644644644644643,1.0,0.6000000000000001,0.3771560369033293,2019,2,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2144,2019-02-10,31528625,46,0.0,0.08791878172588834,0.02906625495066121,0.92992992992993,0.8,1.0,0.033025805588982486,2019,2,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
3521,2019-02-10,13262212,52,0.5,0.19218274111675124,0.13116734913069744,0.2732732732732733,0.8,0.6000000000000001,0.1347105227971654,2019,2,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
9149,2019-02-10,41497662,73,1.0,0.2979695431472081,0.30371886957105454,0.38038038038038036,0.0,0.0,0.0,2019,2,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7281,2019-02-10,52320968,78,0.0,0.18720812182741114,0.06189165603812848,0.04804804804804805,0.8,1.0,0.06571734189062708,2019,2,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1529,2019-02-10,45274559,8,0.0,0.6696446700507613,0.2213868564140431,0.05105105105105105,0.0,0.0,0.0,2019,2,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
8311,2019-02-11,72705429,50,0.5,0.5024365482233502,0.33630932402497143,0.8308308308308309,0.8,0.8,0.3390159112180773,2019,2,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
1240,2019-02-11,66883041,46,1.0,0.08791878172588834,0.09538833322145399,0.2822822822822823,0.6000000000000001,0.6000000000000001,0.09907741676694745,2019,2,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
3613,2019-02-12,41983414,91,0.5,0.6726903553299491,0.44888232530039607,0.5685685685685686,1.0,0.4,0.451129830191202,2019,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
8579,2019-02-12,42429169,80,0.5,0.7758375634517766,0.5170839766395918,0.12312312312312311,0.0,0.0,0.0,2019,2,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
